product_id,product_name,category,subcategory,unit_price,supplier_id,weight_kg,is_active
prod_01241,Sports Socks Pack Air,Clothing,Sports,1561.05,supp_188,2.88,1
prod_01242,Windbreaker Jacket Core,Clothing,Sports,4130.33,supp_047,3.5,1
prod_01243,Cycling Jersey Pro One,Clothing,Sports,2181.18,supp_117,8.23,1
prod_01244,Running Shorts Quick-Dry V2,Clothing,Sports,2112.86,supp_123,24.02,1
prod_01245,Sports Bra Active Plus,Clothing,Sports,3349.58,supp_043,3.48,1
prod_01246,Gym Tank Top Lite,Clothing,Sports,3572,supp_016,29.45,1
prod_01247,Yoga Pants Stretch Pro,Clothing,Sports,4268.44,supp_027,12.54,1
prod_01248,Track Suit Full Max,Clothing,Sports,3076.53,supp_146,20.38,1
prod_01249,Compression Leggings Mini,Clothing,Sports,1151.92,supp_098,23.4,1
prod_01250,Sweatband Wrist Set XL,Clothing,Sports,3173.38,supp_176,26.41,1
prod_01251,Sports Socks Pack SE,Clothing,Sports,3718.21,supp_034,14.54,1
prod_01252,Windbreaker Jacket New,Clothing,Sports,2594.18,supp_106,13.28,1
prod_01253,Cycling Jersey Pro Ultra,Clothing,Sports,597.68,supp_168,9.5,1
prod_01254,Running Shorts Quick-Dry 2023,Clothing,Sports,3611.47,supp_174,15.79,1
prod_01255,Sports Bra Active Elite,Clothing,Sports,3795.03,supp_186,16.99,1
prod_01256,Gym Tank Top Basic,Clothing,Sports,4896.11,supp_172,26.21,1
prod_01257,Yoga Pants Stretch Eco,Clothing,Sports,2739.77,supp_177,21.05,1
prod_01258,Track Suit Full Value,Clothing,Sports,747.64,supp_170,21.83,1
prod_01259,Compression Leggings Prime,Clothing,Sports,2565.07,supp_170,20.32,1
prod_01260,Sweatband Wrist Set Neo,Clothing,Sports,2108.92,supp_143,26.77,1
prod_01261,Sports Socks Pack Air,Clothing,Sports,3180.7,supp_003,19.34,1
prod_01262,Windbreaker Jacket Core,Clothing,Sports,1037.56,supp_121,25.57,1
prod_01263,Cycling Jersey Pro One,Clothing,Sports,4386.25,supp_020,22.57,1
prod_01264,Running Shorts Quick-Dry V2,Clothing,Sports,1806.98,supp_085,29.11,1
prod_01265,Sports Bra Active Plus,Clothing,Sports,536.65,supp_058,16.56,1
prod_01266,Gym Tank Top Lite,Clothing,Sports,2079.6,supp_061,2.46,1
prod_01267,Yoga Pants Stretch Pro,Clothing,Sports,2387.69,supp_147,13.5,1
prod_01268,Track Suit Full Max,Clothing,Sports,4325.97,supp_115,9.55,1
prod_01269,Compression Leggings Mini,Clothing,Sports,4909.15,supp_191,19.64,1
prod_01270,Sweatband Wrist Set XL,Clothing,Sports,,supp_106,1.17,1
prod_01271,Sports Socks Pack SE,Clothing,Sports,2880.76,supp_024,23.77,1
prod_01272,Windbreaker Jacket New,Clothing,Sports,4826.9,supp_164,9.21,1
prod_01273,Cycling Jersey Pro Ultra,Clothing,Sports,2689.19,supp_053,19.67,1
prod_01274,Running Shorts Quick-Dry 2023,Clothing,Sports,2444.18,supp_088,10.96,1
prod_01275,Sports Bra Active Elite,Clothing,Sports,555.09,supp_058,25.35,1
prod_01276,Gym Tank Top Basic,Clothing,Sports,1860.27,supp_197,18.63,1
prod_01277,Yoga Pants Stretch Eco,Clothing,Sports,2523.73,supp_169,10.96,1
prod_01278,Track Suit Full Value,Clothing,Sports,2426.9,supp_025,22.8,1
prod_01279,Compression Leggings Prime,Clothing,Sports,1342.21,supp_088,10.72,1
prod_01280,Sweatband Wrist Set Neo,Clothing,Sports,3278.21,supp_075,16.48,1
prod_01281,Sports Socks Pack Air,Clothing,Sports,2057.28,supp_028,1.47,1
prod_01282,Windbreaker Jacket Core,Clothing,Sports,1071.53,supp_036,24.67,1
prod_01283,Cycling Jersey Pro One,Clothing,Sports,3789.8,supp_105,3.3,1
prod_01284,Running Shorts Quick-Dry V2,Clothing,Sports,3171,supp_049,3.71,1
prod_01285,Sports Bra Active Plus,Clothing,Sports,4305.31,supp_056,13.77,1
prod_01286,Gym Tank Top Lite,Clothing,Sports,3972.68,supp_184,10.2,1
prod_01287,Yoga Pants Stretch Pro,Clothing,Sports,3858.6,supp_012,27.81,1
prod_01288,Track Suit Full Max,Clothing,Sports,4236.09,supp_151,3.78,1
prod_01289,Compression Leggings Mini,Clothing,Sports,4491.25,supp_118,19.79,1
prod_01290,Sweatband Wrist Set XL,Clothing,Sports,4794.09,supp_035,28.92,1
prod_01291,Sports Socks Pack SE,Clothing,Sports,320.39,supp_189,1.55,1
prod_01292,Windbreaker Jacket New,Clothing,Sports,4695.95,supp_150,14.54,1
prod_01293,Cycling Jersey Pro Ultra,Clothing,Sports,2689.16,supp_046,20.79,1
prod_01294,Running Shorts Quick-Dry 2023,Clothing,Sports,1116.16,supp_033,3.2,1
prod_01295,Sports Bra Active Elite,Clothing,Sports,3390.35,supp_156,26.49,1
prod_01296,Gym Tank Top Basic,Clothing,Sports,2669.32,supp_099,12.62,0
prod_01297,Yoga Pants Stretch Eco,Clothing,Sports,3162.27,supp_178,22.9,1
prod_01298,Bookshelf Wooden 5-Tier,Home & Garden,Furniture,10247.81,supp_088,29.12,1
prod_01299,Office Desk Modern,Home & Garden,Furniture,11594.72,supp_035,4.23,1
prod_01300,Dining Table Set,Home & Garden,Furniture,15261.85,supp_192,15.42,1
prod_01301,Sofa Bed Convertible,Home & Garden,Furniture,21155.32,supp_141,25.84,1
prod_01302,Wardrobe Sliding Door,Home & Garden,Furniture,17940.92,supp_142,19.01,1
prod_01303,Coffee Table Glass,Home & Garden,Furniture,5421.78,supp_160,21.46,1
prod_01304,Study Chair Ergonomic,Home & Garden,Furniture,17321.98,supp_173,4.07,1
prod_01305,Shoe Rack Bamboo,Home & Garden,Furniture,17904.71,supp_046,15.17,1
prod_01306,TV Stand Console,Home & Garden,Furniture,17510.64,supp_083,21.34,1
prod_01307,Bed Frame Queen,Home & Garden,Furniture,19138.99,supp_144,14.46,1
prod_01308,Bookshelf Wooden 5-Tier V2,Home & Garden,Furniture,,supp_171,21.33,1
prod_01309,Office Desk Modern Plus,Home & Garden,Furniture,17018.97,supp_137,8.65,1
prod_01310,Dining Table Set Lite,Home & Garden,Furniture,21258.88,supp_004,15.73,1
prod_01311,Sofa Bed Convertible Pro,Home & Garden,Furniture,1119.17,supp_038,1.69,1
prod_01312,Wardrobe Sliding Door Max,Home & Garden,Furniture,1886.82,supp_069,22.53,1
prod_01313,Coffee Table Glass Mini,Home & Garden,Furniture,4442.92,supp_074,20.53,1
prod_01314,Study Chair Ergonomic XL,Home & Garden,Furniture,4087.5,supp_016,20.75,1
prod_01315,Shoe Rack Bamboo SE,Home & Garden,Furniture,7730.94,supp_193,16.28,1
prod_01316,TV Stand Console New,Home & Garden,Furniture,9287.72,supp_116,3.16,1
prod_01317,Bed Frame Queen Ultra,Home & Garden,Furniture,21766.87,supp_190,16.9,1
prod_01318,Bookshelf Wooden 5-Tier 2023,Home & Garden,Furniture,5995.53,supp_166,16.88,1
prod_01319,Office Desk Modern Elite,Home & Garden,Furniture,6321.09,supp_179,8.7,1
prod_01320,Dining Table Set Basic,Home & Garden,Furniture,16780.09,supp_098,11.69,1
prod_01321,Sofa Bed Convertible Eco,Home & Garden,Furniture,23939.2,supp_176,9.45,1
prod_01322,Wardrobe Sliding Door Value,Home & Garden,Furniture,14027.05,supp_004,22.34,1
prod_01323,Coffee Table Glass Prime,Home & Garden,Furniture,5475.64,supp_200,25.83,1
prod_01324,Study Chair Ergonomic Neo,Home & Garden,Furniture,11355.06,supp_058,27.35,1
prod_01325,Shoe Rack Bamboo Air,Home & Garden,Furniture,17763.41,supp_166,11.1,1
prod_01326,TV Stand Console Core,Home & Garden,Furniture,14915.44,supp_190,18.14,1
prod_01327,Bed Frame Queen One,Home & Garden,Furniture,19515.6,supp_050,8.9,1
prod_01328,Bookshelf Wooden 5-Tier V2,Home & Garden,Furniture,4846.93,supp_175,2.33,1
prod_01329,Office Desk Modern Plus,Home & Garden,Furniture,24080.64,supp_189,15.46,1
prod_01330,Dining Table Set Lite,Home & Garden,Furniture,9741.36,supp_110,8.45,1
prod_01331,Sofa Bed Convertible Pro,Home & Garden,Furniture,6973.87,supp_042,17.56,1
prod_01332,Wardrobe Sliding Door Max,Home & Garden,Furniture,6747.9,supp_085,14.04,1
prod_01333,Coffee Table Glass Mini,Home & Garden,Furniture,23468.61,supp_011,4.7,1
prod_01334,Study Chair Ergonomic XL,Home & Garden,Furniture,8404.44,supp_014,23.23,1
prod_01335,Shoe Rack Bamboo SE,Home & Garden,Furniture,15821.48,supp_170,9.1,1
prod_01336,TV Stand Console New,Home & Garden,Furniture,19852.75,supp_141,10.81,0
prod_01337,Bed Frame Queen Ultra,Home & Garden,Furniture,19708.77,supp_082,15.81,1
prod_01338,Bookshelf Wooden 5-Tier 2023,Home & Garden,Furniture,23946.2,supp_134,2.14,1
prod_01339,Office Desk Modern Elite,Home & Garden,Furniture,12875.94,supp_107,16.34,0
prod_01340,Dining Table Set Basic,Home & Garden,Furniture,10383.72,supp_090,6.71,1
prod_01341,Sofa Bed Convertible Eco,Home & Garden,Furniture,5727.17,supp_085,10,1
prod_01342,Wardrobe Sliding Door Value,Home & Garden,Furniture,7692.57,supp_193,18.59,1
prod_01343,Coffee Table Glass Prime,Home & Garden,Furniture,12134,supp_144,24.73,1
prod_01344,Study Chair Ergonomic Neo,Home & Garden,Furniture,24537.76,supp_003,3.53,1
prod_01345,Shoe Rack Bamboo Air,Home & Garden,Furniture,8977.18,supp_062,27.14,1
prod_01346,TV Stand Console Core,Home & Garden,Furniture,15535.68,supp_160,7.39,1
prod_01347,Bed Frame Queen One,Home & Garden,Furniture,1476.99,supp_083,11.5,1
prod_01348,Bookshelf Wooden 5-Tier V2,Home & Garden,Furniture,20007.06,supp_030,11.64,1
prod_01349,Office Desk Modern Plus,Home & Garden,Furniture,13735.81,supp_073,0.84,1
prod_01350,Dining Table Set Lite,Home & Garden,Furniture,13163.26,supp_198,11.31,1
prod_01351,Sofa Bed Convertible Pro,Home & Garden,Furniture,20169.01,supp_115,14.66,1
prod_01352,Wardrobe Sliding Door Max,Home & Garden,Furniture,7762.63,supp_167,5.86,1
prod_01353,Coffee Table Glass Mini,Home & Garden,Furniture,13090.42,supp_025,5.11,1
prod_01354,Study Chair Ergonomic XL,Home & Garden,Furniture,23928.77,supp_138,16.04,1
prod_01355,Shoe Rack Bamboo SE,Home & Garden,Furniture,15859.86,supp_054,20.14,1
prod_01356,TV Stand Console New,Home & Garden,Furniture,19452.77,supp_176,12.78,1
prod_01357,Bed Frame Queen Ultra,Home & Garden,Furniture,3046.21,supp_138,24.88,1
prod_01358,Bookshelf Wooden 5-Tier 2023,Home & Garden,Furniture,22026.61,supp_190,23.28,1
prod_01359,Office Desk Modern Elite,Home & Garden,Furniture,16340.75,supp_019,22.43,1
prod_01360,Dining Table Set Basic,Home & Garden,Furniture,4266.99,supp_118,21.53,1
prod_01361,Sofa Bed Convertible Eco,Home & Garden,Furniture,1428.21,supp_019,1.72,1
prod_01362,Wardrobe Sliding Door Value,Home & Garden,Furniture,19958.26,supp_143,2.21,1
prod_01363,Coffee Table Glass Prime,Home & Garden,Furniture,20629.67,supp_067,12.29,1
prod_01364,Study Chair Ergonomic Neo,Home & Garden,Furniture,11552.58,supp_104,13.05,1
prod_01365,Shoe Rack Bamboo Air,Home & Garden,Furniture,913.83,supp_173,3.64,1
prod_01366,TV Stand Console Core,Home & Garden,Furniture,644.52,supp_185,18.59,1
prod_01367,Bed Frame Queen One,Home & Garden,Furniture,19021.03,supp_150,1.46,1
prod_01368,Bookshelf Wooden 5-Tier V2,Home & Garden,Furniture,21282.16,supp_092,27.85,1
prod_01369,Office Desk Modern Plus,Home & Garden,Furniture,3100.32,supp_176,9.11,1
prod_01370,Dining Table Set Lite,Home & Garden,Furniture,2619.38,supp_196,27.81,1
prod_01371,Sofa Bed Convertible Pro,Home & Garden,Furniture,9844.63,supp_170,1.02,0
prod_01372,Wardrobe Sliding Door Max,Home & Garden,Furniture,4329.93,supp_057,4.18,1
prod_01373,Coffee Table Glass Mini,,Furniture,10079.32,supp_140,8.92,1
prod_01374,Study Chair Ergonomic XL,Home & Garden,Furniture,16034.12,supp_077,20.35,1
prod_01375,Shoe Rack Bamboo SE,Home & Garden,Furniture,22897.14,supp_187,19.47,1
prod_01376,TV Stand Console New,Home & Garden,Furniture,23956.1,supp_003,16.65,0
prod_01377,Bed Frame Queen Ultra,Home & Garden,Furniture,14099.21,supp_032,1.35,1
prod_01378,Bookshelf Wooden 5-Tier 2023,Home & Garden,Furniture,14531.61,supp_101,16.16,1
prod_01379,Office Desk Modern Elite,Home & Garden,Furniture,23701,supp_079,6.38,1
prod_01380,Dining Table Set Basic,Home & Garden,Furniture,18665.05,supp_186,10.38,1
prod_01381,Sofa Bed Convertible Eco,Home & Garden,Furniture,10610.04,supp_166,25.56,1
prod_01382,Wardrobe Sliding Door Value,Home & Garden,Furniture,3990.15,supp_048,6.7,1
prod_01383,Coffee Table Glass Prime,Home & Garden,Furniture,20951.33,supp_050,3.53,1
prod_01384,Study Chair Ergonomic Neo,Home & Garden,Furniture,16938.96,supp_146,25.58,1
prod_01385,Shoe Rack Bamboo Air,Home & Garden,Furniture,21359,supp_141,13.89,1
prod_01386,TV Stand Console Core,Home & Garden,Furniture,13966.78,supp_075,20.18,1
prod_01387,Bed Frame Queen One,Home & Garden,Furniture,6641.85,supp_051,21.8,1
prod_01388,Bookshelf Wooden 5-Tier V2,Home & Garden,Furniture,12436.17,supp_085,10.78,1
prod_01389,Office Desk Modern Plus,Home & Garden,Furniture,16946.74,supp_061,3.09,1
prod_01390,Dining Table Set Lite,Home & Garden,Furniture,15678.14,supp_050,9.6,1
prod_01391,Sofa Bed Convertible Pro,Home & Garden,Furniture,11540.83,supp_158,19.82,1
prod_01392,Wardrobe Sliding Door Max,Home & Garden,Furniture,17489.72,supp_040,17.01,1
prod_01393,Coffee Table Glass Mini,Home & Garden,Furniture,9430.09,supp_081,28.76,1
prod_01394,Study Chair Ergonomic XL,Home & Garden,Furniture,4631.67,supp_081,7.46,1
prod_01395,Shoe Rack Bamboo SE,Home & Garden,Furniture,5927.38,supp_190,19.26,1
prod_01396,TV Stand Console New,Home & Garden,Furniture,7278.66,supp_093,4.12,1
prod_01397,Bed Frame Queen Ultra,Home & Garden,Furniture,18457.83,supp_123,13.94,1
prod_01398,Bookshelf Wooden 5-Tier 2023,Home & Garden,Furniture,9289.17,supp_079,14.66,1
prod_01399,Office Desk Modern Elite,Home & Garden,Furniture,3166.4,supp_166,18.24,1
prod_01400,Dining Table Set Basic,Home & Garden,Furniture,21123.93,supp_036,26.75,1
prod_01401,Sofa Bed Convertible Eco,Home & Garden,Furniture,5312.58,supp_188,26.6,1
prod_01402,Wardrobe Sliding Door Value,,Furniture,2373.33,supp_020,26.77,1
prod_01403,Coffee Table Glass Prime,Home & Garden,Furniture,21314.89,supp_162,1.03,1
prod_01404,Study Chair Ergonomic Neo,Home & Garden,Furniture,14756.32,supp_104,23.1,1
prod_01405,Shoe Rack Bamboo Air,Home & Garden,Furniture,5712.64,supp_010,16.59,1
prod_01406,TV Stand Console Core,Home & Garden,Furniture,13815,supp_139,14.22,1
prod_01407,Bed Frame Queen One,Home & Garden,Furniture,19492.33,supp_094,11.84,0
prod_01408,Bookshelf Wooden 5-Tier V2,Home & Garden,Furniture,22340.22,supp_151,22.02,1
prod_01409,Office Desk Modern Plus,Home & Garden,Furniture,7629.48,supp_119,15.08,1
prod_01410,Dining Table Set Lite,Home & Garden,Furniture,2718.57,supp_094,15.11,1
prod_01411,Sofa Bed Convertible Pro,Home & Garden,Furniture,16735.62,supp_158,20.56,1
prod_01412,Wardrobe Sliding Door Max,Home & Garden,Furniture,19051.55,supp_036,13.44,1
prod_01413,Coffee Table Glass Mini,Home & Garden,Furniture,4889.06,supp_145,19.82,1
prod_01414,Study Chair Ergonomic XL,Home & Garden,Furniture,24209.52,supp_189,21.99,0
prod_01415,Shoe Rack Bamboo SE,Home & Garden,Furniture,23509.79,supp_011,6.64,1
prod_01416,TV Stand Console New,Home & Garden,Furniture,12447.23,supp_017,8,1
prod_01417,Bed Frame Queen Ultra,Home & Garden,Furniture,6233.46,supp_172,6.28,1
prod_01418,Bookshelf Wooden 5-Tier 2023,Home & Garden,Furniture,,supp_093,11.7,1
prod_01419,Office Desk Modern Elite,Home & Garden,Furniture,22988.6,supp_012,1.29,1
prod_01420,Dining Table Set Basic,Home & Garden,Furniture,16388.86,supp_027,21.14,0
prod_01421,Sofa Bed Convertible Eco,Home & Garden,Furniture,,supp_071,25.06,1
prod_01422,Wardrobe Sliding Door Value,Home & Garden,Furniture,6951.24,supp_140,17.15,1
prod_01423,Coffee Table Glass Prime,Home & Garden,Furniture,9728.16,supp_097,11.02,1
prod_01424,Study Chair Ergonomic Neo,Home & Garden,Furniture,16506.75,supp_020,15.55,1
prod_01425,Shoe Rack Bamboo Air,Home & Garden,Furniture,9720.06,supp_058,15.54,1
prod_01426,TV Stand Console Core,Home & Garden,Furniture,9146,supp_089,14.66,1
prod_01427,Bed Frame Queen One,Home & Garden,Furniture,12311.7,supp_155,0.3,1
prod_01428,Bookshelf Wooden 5-Tier V2,Home & Garden,Furniture,22109.84,supp_113,5.05,1
prod_01429,Office Desk Modern Plus,Home & Garden,Furniture,2388.66,supp_165,8.5,1
prod_01430,Dining Table Set Lite,Home & Garden,Furniture,4180.89,supp_041,10.93,1
prod_01431,Sofa Bed Convertible Pro,Home & Garden,Furniture,18073.92,supp_031,19.87,1
prod_01432,Wardrobe Sliding Door Max,,Furniture,10658.04,supp_085,21.64,1
prod_01433,Coffee Table Glass Mini,Home & Garden,Furniture,12297.16,supp_123,14.42,1
prod_01434,Study Chair Ergonomic XL,Home & Garden,Furniture,14974.38,supp_166,25.02,1
prod_01435,Shoe Rack Bamboo SE,Home & Garden,Furniture,1049.93,supp_012,3.92,1
prod_01436,TV Stand Console New,Home & Garden,Furniture,15012.52,supp_035,18.92,1
prod_01437,Bed Frame Queen Ultra,Home & Garden,Furniture,1460.18,supp_147,4.49,1
prod_01438,Bookshelf Wooden 5-Tier 2023,Home & Garden,Furniture,4575.36,supp_047,15.55,1
prod_01439,Office Desk Modern Elite,Home & Garden,Furniture,10433.68,supp_145,19.16,1
prod_01440,Dining Table Set Basic,Home & Garden,Furniture,22023.47,supp_187,19.89,1
prod_01441,Sofa Bed Convertible Eco,Home & Garden,Furniture,7444.64,supp_022,6.58,1
prod_01442,Wardrobe Sliding Door Value,Home & Garden,Furniture,15359.88,supp_121,26.03,1
prod_01443,Coffee Table Glass Prime,Home & Garden,Furniture,4678.89,supp_106,18.07,1
prod_01444,Study Chair Ergonomic Neo,Home & Garden,Furniture,19968.09,supp_197,5.54,1
prod_01445,Shoe Rack Bamboo Air,Home & Garden,Furniture,16661.39,supp_068,5.11,1
prod_01446,TV Stand Console Core,Home & Garden,Furniture,17296.98,supp_117,17.94,1
prod_01447,Bed Frame Queen One,Home & Garden,Furniture,2186.65,supp_097,11.63,1
prod_01448,Bookshelf Wooden 5-Tier V2,Home & Garden,Furniture,3159.97,supp_052,15.73,1
prod_01449,Office Desk Modern Plus,Home & Garden,Furniture,22778.81,supp_176,12.65,1
prod_01450,Dining Table Set Lite,Home & Garden,Furniture,4164.25,supp_025,5.4,1
prod_01451,Sofa Bed Convertible Pro,Home & Garden,Furniture,22589.4,supp_154,1.27,1
prod_01452,Wardrobe Sliding Door Max,Home & Garden,Furniture,19704.77,supp_129,22.6,1
prod_01453,Coffee Table Glass Mini,Home & Garden,Furniture,0,supp_169,4,1
prod_01454,Study Chair Ergonomic XL,Home & Garden,Furniture,15285.13,supp_001,26.92,1
prod_01455,Shoe Rack Bamboo SE,Home & Garden,Furniture,19484.33,supp_167,13,1
prod_01456,TV Stand Console New,Home & Garden,Furniture,10806.76,supp_012,20.96,1
prod_01457,Bed Frame Queen Ultra,Home & Garden,Furniture,11009.43,supp_124,23.71,1
prod_01458,Bookshelf Wooden 5-Tier 2023,Home & Garden,Furniture,9840.29,supp_151,24.16,1
prod_01459,Office Desk Modern Elite,Home & Garden,Furniture,22742.54,supp_179,17.33,1
prod_01460,Non-Stick Cookware Set,Home & Garden,Kitchenware,3780.14,supp_123,23,1
prod_01461,Pressure Cooker 5L,Home & Garden,Kitchenware,22797.09,supp_022,8.57,1
prod_01462,Kitchen Knife Set,Home & Garden,Kitchenware,21980.77,supp_105,7.81,1
prod_01463,Mixing Bowl Stainless,Home & Garden,Kitchenware,634,supp_191,23.7,1
prod_01464,Cutting Board Bamboo,Home & Garden,Kitchenware,14660.69,supp_031,15.64,1
prod_01465,Rice Cooker Electric,Home & Garden,Kitchenware,9688.23,supp_053,20.66,1
prod_01466,Water Purifier RO,Home & Garden,Kitchenware,0,supp_093,3.29,1
prod_01467,Blender Mixer Grinder,Home & Garden,Kitchenware,10938.75,supp_150,7.68,1
prod_01468,Spice Rack Organizer,Home & Garden,Kitchenware,21446.93,supp_109,16.98,1
prod_01469,Lunch Box Stainless,Home & Garden,Kitchenware,15491.08,supp_175,11.98,1
prod_01470,Non-Stick Cookware Set V2,Home & Garden,Kitchenware,5490.49,supp_142,23.54,1
prod_01471,Pressure Cooker 5L Plus,Home & Garden,Kitchenware,0,supp_095,16.82,1
prod_01472,Kitchen Knife Set Lite,Home & Garden,Kitchenware,12352.12,supp_079,17.37,1
prod_01473,Mixing Bowl Stainless Pro,Home & Garden,Kitchenware,19467.76,supp_102,22.1,1
prod_01474,Cutting Board Bamboo Max,Home & Garden,Kitchenware,21447.47,supp_169,3.66,1
prod_01475,Rice Cooker Electric Mini,Home & Garden,Kitchenware,6129.4,supp_180,28.48,1
prod_01476,Water Purifier RO XL,Home & Garden,Kitchenware,2956.83,supp_131,12.08,1
prod_01477,Blender Mixer Grinder SE,Home & Garden,Kitchenware,8791.73,supp_141,18.46,1
prod_01478,Spice Rack Organizer New,Home & Garden,Kitchenware,17271.83,supp_014,4.91,1
prod_01479,Lunch Box Stainless Ultra,Home & Garden,Kitchenware,24131.97,supp_002,24.15,1
prod_01480,Non-Stick Cookware Set 2023,Home & Garden,Kitchenware,20669.76,supp_121,27.78,1
prod_01481,Pressure Cooker 5L Elite,Home & Garden,Kitchenware,11166.75,supp_017,7.97,1
prod_01482,Kitchen Knife Set Basic,Home & Garden,Kitchenware,9585.46,supp_156,1.23,1
prod_01483,Mixing Bowl Stainless Eco,Home & Garden,Kitchenware,9915.99,supp_103,18.46,1
prod_01484,Cutting Board Bamboo Value,Home & Garden,Kitchenware,13264.64,supp_183,28.91,1
prod_01485,Rice Cooker Electric Prime,Home & Garden,Kitchenware,1907.84,supp_199,24.62,1
prod_01486,Water Purifier RO Neo,Home & Garden,Kitchenware,16187.14,supp_113,0.42,1
prod_01487,Blender Mixer Grinder Air,Home & Garden,Kitchenware,,supp_133,8.65,1
prod_01488,Spice Rack Organizer Core,Home & Garden,Kitchenware,1323.43,supp_154,15.37,1
prod_01489,Lunch Box Stainless One,Home & Garden,Kitchenware,17612.02,supp_158,5.17,1
prod_01490,Non-Stick Cookware Set V2,Home & Garden,Kitchenware,1383.5,supp_062,19.69,1
prod_01491,Pressure Cooker 5L Plus,Home & Garden,Kitchenware,24403.32,supp_023,29.9,1
prod_01492,Kitchen Knife Set Lite,Home & Garden,Kitchenware,19601.99,supp_091,20.12,1
prod_01493,Mixing Bowl Stainless Pro,Home & Garden,Kitchenware,10433.55,supp_052,15.58,1
prod_01494,Cutting Board Bamboo Max,Home & Garden,Kitchenware,18554.68,supp_018,27.58,1
prod_01495,Rice Cooker Electric Mini,Home & Garden,Kitchenware,13965.02,supp_186,24.91,1
prod_01496,Water Purifier RO XL,Home & Garden,Kitchenware,22917.72,supp_090,10.49,1
prod_01497,Blender Mixer Grinder SE,Home & Garden,Kitchenware,20480.11,supp_058,18.23,1
prod_01498,Spice Rack Organizer New,Home & Garden,Kitchenware,5265.87,supp_104,17.29,1
prod_01499,Lunch Box Stainless Ultra,Home & Garden,Kitchenware,6897.13,supp_105,15.24,1
prod_01500,Non-Stick Cookware Set 2023,Home & Garden,Kitchenware,14186.45,supp_129,8.9,1
prod_01501,Pressure Cooker 5L Elite,Home & Garden,Kitchenware,23701.88,supp_132,28.71,1
prod_01502,Kitchen Knife Set Basic,Home & Garden,Kitchenware,21964.77,supp_148,7.58,0
prod_01503,Mixing Bowl Stainless Eco,Home & Garden,Kitchenware,11347.83,supp_097,16.94,1
prod_01504,Cutting Board Bamboo Value,Home & Garden,Kitchenware,19364.2,supp_194,10.26,1
prod_01505,Rice Cooker Electric Prime,Home & Garden,Kitchenware,19502.17,supp_175,13.88,1
prod_01506,Water Purifier RO Neo,Home & Garden,Kitchenware,14877.25,supp_008,14.51,1
prod_01507,Blender Mixer Grinder Air,Home & Garden,Kitchenware,6816.58,supp_098,19.05,1
prod_01508,Spice Rack Organizer Core,Home & Garden,Kitchenware,24857.85,supp_174,21.07,1
prod_01509,Lunch Box Stainless One,Home & Garden,Kitchenware,20103.95,supp_106,28.67,1
prod_01510,Non-Stick Cookware Set V2,Home & Garden,Kitchenware,13154.35,supp_003,21.05,1
prod_01511,Pressure Cooker 5L Plus,Home & Garden,Kitchenware,6952.07,supp_074,2.88,1
prod_01512,Kitchen Knife Set Lite,Home & Garden,Kitchenware,17005.6,supp_088,2.37,1
prod_01513,Mixing Bowl Stainless Pro,Home & Garden,Kitchenware,23319.21,supp_122,9.48,1
prod_01514,Cutting Board Bamboo Max,Home & Garden,Kitchenware,5854.87,supp_147,8.15,1
prod_01515,Rice Cooker Electric Mini,Home & Garden,Kitchenware,23704.39,supp_175,27.91,1
prod_01516,Water Purifier RO XL,Home & Garden,Kitchenware,5159.1,supp_189,6.07,1
prod_01517,Blender Mixer Grinder SE,Home & Garden,Kitchenware,18518.01,supp_068,6.28,1
prod_01518,Spice Rack Organizer New,Home & Garden,Kitchenware,5467.78,supp_064,25.11,1
prod_01519,Lunch Box Stainless Ultra,Home & Garden,Kitchenware,9222.67,supp_200,3.29,1
prod_01520,Non-Stick Cookware Set 2023,Home & Garden,Kitchenware,0,supp_174,28.68,1
prod_01521,Pressure Cooker 5L Elite,Home & Garden,Kitchenware,12570.29,supp_002,22.95,1
prod_01522,Kitchen Knife Set Basic,Home & Garden,Kitchenware,13766.11,supp_011,25.46,1
prod_01523,Mixing Bowl Stainless Eco,Home & Garden,Kitchenware,9594.32,supp_081,14.82,1
prod_01524,Cutting Board Bamboo Value,Home & Garden,Kitchenware,24641.35,supp_148,26.08,1
prod_01525,Rice Cooker Electric Prime,Home & Garden,Kitchenware,12524.73,supp_196,27.49,1
prod_01526,Water Purifier RO Neo,Home & Garden,Kitchenware,7366.53,supp_057,22.53,1
prod_01527,Blender Mixer Grinder Air,Home & Garden,Kitchenware,3642.03,supp_135,24,1
prod_01528,Spice Rack Organizer Core,Home & Garden,Kitchenware,,supp_139,1.07,1
prod_01529,Lunch Box Stainless One,Home & Garden,Kitchenware,9008.58,supp_176,23.3,1
prod_01530,Non-Stick Cookware Set V2,Home & Garden,Kitchenware,0,supp_031,20.98,1
prod_01531,Pressure Cooker 5L Plus,Home & Garden,Kitchenware,11771.73,supp_177,0.35,1
prod_01532,Kitchen Knife Set Lite,Home & Garden,Kitchenware,17015.52,supp_098,17.47,1
prod_01533,Mixing Bowl Stainless Pro,Home & Garden,Kitchenware,8473.19,supp_157,25.87,1
prod_01534,Cutting Board Bamboo Max,Home & Garden,Kitchenware,5085.23,supp_068,7.19,1
prod_01535,Rice Cooker Electric Mini,Home & Garden,Kitchenware,12047.96,supp_157,10.36,1
prod_01536,Water Purifier RO XL,Home & Garden,Kitchenware,5005.89,supp_109,6.39,1
