date_id,full_date,day_of_week,day_number,month_number,month_name,quarter,year,is_weekend,is_np_holiday
449,3/24/2020,Tuesday,24,3,March,Q1,2020,0,0
450,3/25/2020,Wednesday,25,3,March,Q1,2020,0,0
451,3/26/2020,Thursday,26,3,March,Q1,2020,0,0
452,3/27/2020,Friday,27,3,March,Q1,2020,0,0
453,3/28/2020,Saturday,28,3,March,Q1,2020,1,0
454,3/29/2020,Sunday,29,3,March,Q1,2020,1,0
455,3/30/2020,Monday,30,3,March,Q1,2020,0,0
456,3/31/2020,Tuesday,31,3,March,Q1,2020,0,0
457,4/1/2020,Wednesday,1,4,April,Q2,2020,0,0
458,4/2/2020,Thursday,2,4,April,Q2,2020,0,0
459,4/3/2020,Friday,3,4,April,Q2,2020,0,0
460,4/4/2020,Saturday,4,4,April,Q2,2020,1,0
461,4/5/2020,Sunday,5,4,April,Q2,2020,1,0
462,4/6/2020,Monday,6,4,April,Q2,2020,0,0
463,4/7/2020,Tuesday,7,4,April,Q2,2020,0,0
464,4/8/2020,Wednesday,8,4,April,Q2,2020,0,0
465,4/9/2020,Thursday,9,4,April,Q2,2020,0,0
466,4/10/2020,Friday,10,4,April,Q2,2020,0,0
467,4/11/2020,Saturday,11,4,April,Q2,2020,1,0
468,4/12/2020,Sunday,12,4,April,Q2,2020,1,0
469,4/13/2020,Monday,13,4,April,Q2,2020,0,0
470,4/14/2020,Tuesday,14,4,April,Q2,2020,0,1
471,4/15/2020,Wednesday,15,4,April,Q2,2020,0,1
472,4/16/2020,Thursday,16,4,April,Q2,2020,0,0
473,4/17/2020,Friday,17,4,April,Q2,2020,0,0
474,4/18/2020,Saturday,18,4,April,Q2,2020,1,0
475,4/19/2020,Sunday,19,4,April,Q2,2020,1,0
476,4/20/2020,Monday,20,4,April,Q2,2020,0,0
477,4/21/2020,Tuesday,21,4,April,Q2,2020,0,0
478,4/22/2020,Wednesday,22,4,April,Q2,2020,0,0
479,4/23/2020,Thursday,23,4,April,Q2,2020,0,0
480,4/24/2020,Friday,24,4,April,Q2,2020,0,0
481,4/25/2020,Saturday,25,4,April,Q2,2020,1,0
482,4/26/2020,Sunday,26,4,April,Q2,2020,1,0
483,4/27/2020,Monday,27,4,April,Q2,2020,0,0
484,4/28/2020,Tuesday,28,4,April,Q2,2020,0,0
485,4/29/2020,Wednesday,29,4,April,Q2,2020,0,0
486,4/30/2020,Thursday,30,4,April,Q2,2020,0,0
487,5/1/2020,Friday,1,5,May,Q2,2020,0,0
488,5/2/2020,Saturday,2,5,May,Q2,2020,1,0
489,5/3/2020,Sunday,3,5,May,Q2,2020,1,0
490,5/4/2020,Monday,4,5,May,Q2,2020,0,0
491,5/5/2020,Tuesday,5,5,May,Q2,2020,0,0
492,5/6/2020,Wednesday,6,5,May,Q2,2020,0,0
493,5/7/2020,Thursday,7,5,May,Q2,2020,0,0
494,5/8/2020,Friday,8,5,May,Q2,2020,0,0
495,5/9/2020,Saturday,9,5,May,Q2,2020,1,0
496,5/10/2020,Sunday,10,5,May,Q2,2020,1,0
497,5/11/2020,Monday,11,5,May,Q2,2020,0,0
498,5/12/2020,Tuesday,12,5,May,Q2,2020,0,0
499,5/13/2020,Wednesday,13,5,May,Q2,2020,0,0
500,5/14/2020,Thursday,14,5,May,Q2,2020,0,0
501,5/15/2020,Friday,15,5,May,Q2,2020,0,1
502,5/16/2020,Saturday,16,5,May,Q2,2020,1,1
503,5/17/2020,Sunday,17,5,May,Q2,2020,1,0
504,5/18/2020,Monday,18,5,May,Q2,2020,0,0
505,5/19/2020,Tuesday,19,5,May,Q2,2020,0,0
506,5/20/2020,Wednesday,20,5,May,Q2,2020,0,0
507,5/21/2020,Thursday,21,5,May,Q2,2020,0,0
508,5/22/2020,Friday,22,5,May,Q2,2020,0,0
509,5/23/2020,Saturday,23,5,May,Q2,2020,1,0
510,5/24/2020,Sunday,24,5,May,Q2,2020,1,0
511,5/25/2020,Monday,25,5,May,Q2,2020,0,0
512,5/26/2020,Tuesday,26,5,May,Q2,2020,0,0
513,5/27/2020,Wednesday,27,5,May,Q2,2020,0,0
514,5/28/2020,Thursday,28,5,May,Q2,2020,0,0
515,5/29/2020,Friday,29,5,May,Q2,2020,0,0
516,5/30/2020,Saturday,30,5,May,Q2,2020,1,0
517,5/31/2020,Sunday,31,5,May,Q2,2020,1,0
518,6/1/2020,Monday,1,6,June,Q2,2020,0,0
519,6/2/2020,Tuesday,2,6,June,Q2,2020,0,0
520,6/3/2020,Wednesday,3,6,June,Q2,2020,0,0
521,6/4/2020,Thursday,4,6,June,Q2,2020,0,0
522,6/5/2020,Friday,5,6,June,Q2,2020,0,0
523,6/6/2020,Saturday,6,6,June,Q2,2020,1,0
524,6/7/2020,Sunday,7,6,June,Q2,2020,1,0
525,6/8/2020,Monday,8,6,June,Q2,2020,0,0
526,6/9/2020,Tuesday,9,6,June,Q2,2020,0,0
527,6/10/2020,Wednesday,10,6,June,Q2,2020,0,0
528,6/11/2020,Thursday,11,6,June,Q2,2020,0,0
529,6/12/2020,Friday,12,6,June,Q2,2020,0,0
530,6/13/2020,Saturday,13,6,June,Q2,2020,1,0
531,6/14/2020,Sunday,14,6,June,Q2,2020,1,0
532,6/15/2020,Monday,15,6,June,Q2,2020,0,0
533,6/16/2020,Tuesday,16,6,June,Q2,2020,0,0
534,6/17/2020,Wednesday,17,6,June,Q2,2020,0,0
535,6/18/2020,Thursday,18,6,June,Q2,2020,0,0
536,6/19/2020,Friday,19,6,June,Q2,2020,0,0
537,6/20/2020,Saturday,20,6,June,Q2,2020,1,0
538,6/21/2020,Sunday,21,6,June,Q2,2020,1,0
539,6/22/2020,Monday,22,6,June,Q2,2020,0,0
540,6/23/2020,Tuesday,23,6,June,Q2,2020,0,0
541,6/24/2020,Wednesday,24,6,June,Q2,2020,0,0
542,6/25/2020,Thursday,25,6,June,Q2,2020,0,0
543,6/26/2020,Friday,26,6,June,Q2,2020,0,0
544,6/27/2020,Saturday,27,6,June,Q2,2020,1,0
545,6/28/2020,Sunday,28,6,June,Q2,2020,1,0
546,6/29/2020,Monday,29,6,June,Q2,2020,0,0
547,6/30/2020,Tuesday,30,6,June,Q2,2020,0,0
548,7/1/2020,Wednesday,1,7,July,Q3,2020,0,0
549,7/2/2020,Thursday,2,7,July,Q3,2020,0,0
550,7/3/2020,Friday,3,7,July,Q3,2020,0,0
551,7/4/2020,Saturday,4,7,July,Q3,2020,1,0
552,7/5/2020,Sunday,5,7,July,Q3,2020,1,0
553,7/6/2020,Monday,6,7,July,Q3,2020,0,0
554,7/7/2020,Tuesday,7,7,July,Q3,2020,0,0
555,7/8/2020,Wednesday,8,7,July,Q3,2020,0,0
556,7/9/2020,Thursday,9,7,July,Q3,2020,0,0
557,7/10/2020,Friday,10,7,July,Q3,2020,0,0
558,7/11/2020,Saturday,11,7,July,Q3,2020,1,0
559,7/12/2020,Sunday,12,7,July,Q3,2020,1,0
560,7/13/2020,Monday,13,7,July,Q3,2020,0,0
561,7/14/2020,Tuesday,14,7,July,Q3,2020,0,0
562,7/15/2020,Wednesday,15,7,July,Q3,2020,0,0
563,7/16/2020,Thursday,16,7,July,Q3,2020,0,0
564,7/17/2020,Friday,17,7,July,Q3,2020,0,0
565,7/18/2020,Saturday,18,7,July,Q3,2020,1,0
566,7/19/2020,Sunday,19,7,July,Q3,2020,1,0
567,7/20/2020,Monday,20,7,July,Q3,2020,0,0
568,7/21/2020,Tuesday,21,7,July,Q3,2020,0,0
569,7/22/2020,Wednesday,22,7,July,Q3,2020,0,0
570,7/23/2020,Thursday,23,7,July,Q3,2020,0,0
571,7/24/2020,Friday,24,7,July,Q3,2020,0,0
572,7/25/2020,Saturday,25,7,July,Q3,2020,1,0
573,7/26/2020,Sunday,26,7,July,Q3,2020,1,0
574,7/27/2020,Monday,27,7,July,Q3,2020,0,0
575,7/28/2020,Tuesday,28,7,July,Q3,2020,0,0
576,7/29/2020,Wednesday,29,7,July,Q3,2020,0,0
577,7/30/2020,Thursday,30,7,July,Q3,2020,0,0
578,7/31/2020,Friday,31,7,July,Q3,2020,0,0
579,8/1/2020,Saturday,1,8,August,Q3,2020,1,0
580,8/2/2020,Sunday,2,8,August,Q3,2020,1,0
581,8/3/2020,Monday,3,8,August,Q3,2020,0,0
582,8/4/2020,Tuesday,4,8,August,Q3,2020,0,0
583,8/5/2020,Wednesday,5,8,August,Q3,2020,0,0
584,8/6/2020,Thursday,6,8,August,Q3,2020,0,0
585,8/7/2020,Friday,7,8,August,Q3,2020,0,0
586,8/8/2020,Saturday,8,8,August,Q3,2020,1,0
587,8/9/2020,Sunday,9,8,August,Q3,2020,1,0
588,8/10/2020,Monday,10,8,August,Q3,2020,0,0
589,8/11/2020,Tuesday,11,8,August,Q3,2020,0,0
590,8/12/2020,Wednesday,12,8,August,Q3,2020,0,0
591,8/13/2020,Thursday,13,8,August,Q3,2020,0,0
592,8/14/2020,Friday,14,8,August,Q3,2020,0,0
593,8/15/2020,Saturday,15,8,August,Q3,2020,1,0
594,8/16/2020,Sunday,16,8,August,Q3,2020,1,0
595,8/17/2020,Monday,17,8,August,Q3,2020,0,0
596,8/18/2020,Tuesday,18,8,August,Q3,2020,0,0
597,8/19/2020,Wednesday,19,8,August,Q3,2020,0,0
598,8/20/2020,Thursday,20,8,August,Q3,2020,0,0
599,8/21/2020,Friday,21,8,August,Q3,2020,0,0
600,8/22/2020,Saturday,22,8,August,Q3,2020,1,0
601,8/23/2020,Sunday,23,8,August,Q3,2020,1,0
602,8/24/2020,Monday,24,8,August,Q3,2020,0,0
603,8/25/2020,Tuesday,25,8,August,Q3,2020,0,0
604,8/26/2020,Wednesday,26,8,August,Q3,2020,0,0
605,8/27/2020,Thursday,27,8,August,Q3,2020,0,0
606,8/28/2020,Friday,28,8,August,Q3,2020,0,0
607,8/29/2020,Saturday,29,8,August,Q3,2020,1,0
608,8/30/2020,Sunday,30,8,August,Q3,2020,1,0
609,8/31/2020,Monday,31,8,August,Q3,2020,0,0
610,9/1/2020,Tuesday,1,9,September,Q3,2020,0,0
611,9/2/2020,Wednesday,2,9,September,Q3,2020,0,0
612,9/3/2020,Thursday,3,9,September,Q3,2020,0,0
613,9/4/2020,Friday,4,9,September,Q3,2020,0,0
614,9/5/2020,Saturday,5,9,September,Q3,2020,1,0
615,9/6/2020,Sunday,6,9,September,Q3,2020,1,0
616,9/7/2020,Monday,7,9,September,Q3,2020,0,0
617,9/8/2020,Tuesday,8,9,September,Q3,2020,0,0
618,9/9/2020,Wednesday,9,9,September,Q3,2020,0,0
619,9/10/2020,Thursday,10,9,September,Q3,2020,0,0
620,9/11/2020,Friday,11,9,September,Q3,2020,0,0
621,9/12/2020,Saturday,12,9,September,Q3,2020,1,0
622,9/13/2020,Sunday,13,9,September,Q3,2020,1,0
623,9/14/2020,Monday,14,9,September,Q3,2020,0,0
624,9/15/2020,Tuesday,15,9,September,Q3,2020,0,0
625,9/16/2020,Wednesday,16,9,September,Q3,2020,0,0
626,9/17/2020,Thursday,17,9,September,Q3,2020,0,0
627,9/18/2020,Friday,18,9,September,Q3,2020,0,0
628,9/19/2020,Saturday,19,9,September,Q3,2020,1,0
629,9/20/2020,Sunday,20,9,September,Q3,2020,1,0
630,9/21/2020,Monday,21,9,September,Q3,2020,0,0
631,9/22/2020,Tuesday,22,9,September,Q3,2020,0,0
632,9/23/2020,Wednesday,23,9,September,Q3,2020,0,0
633,9/24/2020,Thursday,24,9,September,Q3,2020,0,0
634,9/25/2020,Friday,25,9,September,Q3,2020,0,0
635,9/26/2020,Saturday,26,9,September,Q3,2020,1,0
636,9/27/2020,Sunday,27,9,September,Q3,2020,1,0
637,9/28/2020,Monday,28,9,September,Q3,2020,0,0
638,9/29/2020,Tuesday,29,9,September,Q3,2020,0,0
639,9/30/2020,Wednesday,30,9,September,Q3,2020,0,0
640,10/1/2020,Thursday,1,10,October,Q4,2020,0,0
641,10/2/2020,Friday,2,10,October,Q4,2020,0,0
642,10/3/2020,Saturday,3,10,October,Q4,2020,1,0
643,10/4/2020,Sunday,4,10,October,Q4,2020,1,0
644,10/5/2020,Monday,5,10,October,Q4,2020,0,0
645,10/6/2020,Tuesday,6,10,October,Q4,2020,0,0
646,10/7/2020,Wednesday,7,10,October,Q4,2020,0,0
647,10/8/2020,Thursday,8,10,October,Q4,2020,0,0
648,10/9/2020,Friday,9,10,October,Q4,2020,0,0
649,10/10/2020,Saturday,10,10,October,Q4,2020,1,1
650,10/11/2020,Sunday,11,10,October,Q4,2020,1,1
651,10/12/2020,Monday,12,10,October,Q4,2020,0,1
652,10/13/2020,Tuesday,13,10,October,Q4,2020,0,1
653,10/14/2020,Wednesday,14,10,October,Q4,2020,0,1
654,10/15/2020,Thursday,15,10,October,Q4,2020,0,1
655,10/16/2020,Friday,16,10,October,Q4,2020,0,1
656,10/17/2020,Saturday,17,10,October,Q4,2020,1,1
657,10/18/2020,Sunday,18,10,October,Q4,2020,1,1
658,10/19/2020,Monday,19,10,October,Q4,2020,0,1
659,10/20/2020,Tuesday,20,10,October,Q4,2020,0,1
660,10/21/2020,Wednesday,21,10,October,Q4,2020,0,1
661,10/22/2020,Thursday,22,10,October,Q4,2020,0,0
662,10/23/2020,Friday,23,10,October,Q4,2020,0,0
663,10/24/2020,Saturday,24,10,October,Q4,2020,1,0
664,10/25/2020,Sunday,25,10,October,Q4,2020,1,0
665,10/26/2020,Monday,26,10,October,Q4,2020,0,0
666,10/27/2020,Tuesday,27,10,October,Q4,2020,0,0
667,10/28/2020,Wednesday,28,10,October,Q4,2020,0,1
668,10/29/2020,Thursday,29,10,October,Q4,2020,0,1
669,10/30/2020,Friday,30,10,October,Q4,2020,0,1
670,10/31/2020,Saturday,31,10,October,Q4,2020,1,1
671,11/1/2020,Sunday,1,11,November,Q4,2020,1,1
672,11/2/2020,Monday,2,11,November,Q4,2020,0,1
673,11/3/2020,Tuesday,3,11,November,Q4,2020,0,1
674,11/4/2020,Wednesday,4,11,November,Q4,2020,0,1
675,11/5/2020,Thursday,5,11,November,Q4,2020,0,0
676,11/6/2020,Friday,6,11,November,Q4,2020,0,0
677,11/7/2020,Saturday,7,11,November,Q4,2020,1,0
678,11/8/2020,Sunday,8,11,November,Q4,2020,1,0
679,11/9/2020,Monday,9,11,November,Q4,2020,0,0
680,11/10/2020,Tuesday,10,11,November,Q4,2020,0,0
681,11/11/2020,Wednesday,11,11,November,Q4,2020,0,0
682,11/12/2020,Thursday,12,11,November,Q4,2020,0,0
683,11/13/2020,Friday,13,11,November,Q4,2020,0,0
684,11/14/2020,Saturday,14,11,November,Q4,2020,1,0
685,11/15/2020,Sunday,15,11,November,Q4,2020,1,0
686,11/16/2020,Monday,16,11,November,Q4,2020,0,0
687,11/17/2020,Tuesday,17,11,November,Q4,2020,0,0
688,11/18/2020,Wednesday,18,11,November,Q4,2020,0,0
689,11/19/2020,Thursday,19,11,November,Q4,2020,0,0
690,11/20/2020,Friday,20,11,November,Q4,2020,0,0
691,11/21/2020,Saturday,21,11,November,Q4,2020,1,0
692,11/22/2020,Sunday,22,11,November,Q4,2020,1,0
693,11/23/2020,Monday,23,11,November,Q4,2020,0,0
694,11/24/2020,Tuesday,24,11,November,Q4,2020,0,0
695,11/25/2020,Wednesday,25,11,November,Q4,2020,0,0
696,11/26/2020,Thursday,26,11,November,Q4,2020,0,0
697,11/27/2020,Friday,27,11,November,Q4,2020,0,0
698,11/28/2020,Saturday,28,11,November,Q4,2020,1,0
699,11/29/2020,Sunday,29,11,November,Q4,2020,1,0
700,11/30/2020,Monday,30,11,November,Q4,2020,0,0
701,12/1/2020,Tuesday,1,12,December,Q4,2020,0,0
702,12/2/2020,Wednesday,2,12,December,Q4,2020,0,0
703,12/3/2020,Thursday,3,12,December,Q4,2020,0,0
704,12/4/2020,Friday,4,12,December,Q4,2020,0,0
705,12/5/2020,Saturday,5,12,December,Q4,2020,1,0
706,12/6/2020,Sunday,6,12,December,Q4,2020,1,0
707,12/7/2020,Monday,7,12,December,Q4,2020,0,0
708,12/8/2020,Tuesday,8,12,December,Q4,2020,0,0
709,12/9/2020,Wednesday,9,12,December,Q4,2020,0,0
710,12/10/2020,Thursday,10,12,December,Q4,2020,0,0
711,12/11/2020,Friday,11,12,December,Q4,2020,0,0
712,12/12/2020,Saturday,12,12,December,Q4,2020,1,0
713,12/13/2020,Sunday,13,12,December,Q4,2020,1,0
714,12/14/2020,Monday,14,12,December,Q4,2020,0,0
715,12/15/2020,Tuesday,15,12,December,Q4,2020,0,0
716,12/16/2020,Wednesday,16,12,December,Q4,2020,0,0
717,12/17/2020,Thursday,17,12,December,Q4,2020,0,0
718,12/18/2020,Friday,18,12,December,Q4,2020,0,0
719,12/19/2020,Saturday,19,12,December,Q4,2020,1,0
720,12/20/2020,Sunday,20,12,December,Q4,2020,1,0
721,12/21/2020,Monday,21,12,December,Q4,2020,0,0
722,12/22/2020,Tuesday,22,12,December,Q4,2020,0,0
723,12/23/2020,Wednesday,23,12,December,Q4,2020,0,0
724,12/24/2020,Thursday,24,12,December,Q4,2020,0,0
725,12/25/2020,Friday,25,12,December,Q4,2020,0,0
726,12/26/2020,Saturday,26,12,December,Q4,2020,1,0
727,12/27/2020,Sunday,27,12,December,Q4,2020,1,0
728,12/28/2020,Monday,28,12,December,Q4,2020,0,0
729,12/29/2020,Tuesday,29,12,December,Q4,2020,0,0
730,12/30/2020,Wednesday,30,12,December,Q4,2020,0,0
731,12/31/2020,Thursday,31,12,December,Q4,2020,0,0
732,1/1/2021,Friday,1,1,January,Q1,2021,0,0
733,1/2/2021,Saturday,2,1,January,Q1,2021,1,0
734,1/3/2021,Sunday,3,1,January,Q1,2021,1,0
735,1/4/2021,Monday,4,1,January,Q1,2021,0,0
736,1/5/2021,Tuesday,5,1,January,Q1,2021,0,0
737,1/6/2021,Wednesday,6,1,January,Q1,2021,0,0
738,1/7/2021,Thursday,7,1,January,Q1,2021,0,0
739,1/8/2021,Friday,8,1,January,Q1,2021,0,0
740,1/9/2021,Saturday,9,1,January,Q1,2021,1,0
741,1/10/2021,Sunday,10,1,January,Q1,2021,1,0
742,1/11/2021,Monday,11,1,January,Q1,2021,0,0
743,1/12/2021,Tuesday,12,1,January,Q1,2021,0,0
744,1/13/2021,Wednesday,13,1,January,Q1,2021,0,0
745,1/14/2021,Thursday,14,1,January,Q1,2021,0,0
746,1/15/2021,Friday,15,1,January,Q1,2021,0,0
747,1/16/2021,Saturday,16,1,January,Q1,2021,1,0
748,1/17/2021,Sunday,17,1,January,Q1,2021,1,0
749,1/18/2021,Monday,18,1,January,Q1,2021,0,0
750,1/19/2021,Tuesday,19,1,January,Q1,2021,0,0
751,1/20/2021,Wednesday,20,1,January,Q1,2021,0,0
752,1/21/2021,Thursday,21,1,January,Q1,2021,0,0
753,1/22/2021,Friday,22,1,January,Q1,2021,0,0
754,1/23/2021,Saturday,23,1,January,Q1,2021,1,0
755,1/24/2021,Sunday,24,1,January,Q1,2021,1,0
756,1/25/2021,Monday,25,1,January,Q1,2021,0,0
757,1/26/2021,Tuesday,26,1,January,Q1,2021,0,0
758,1/27/2021,Wednesday,27,1,January,Q1,2021,0,0
759,1/28/2021,Thursday,28,1,January,Q1,2021,0,0
760,1/29/2021,Friday,29,1,January,Q1,2021,0,0
761,1/30/2021,Saturday,30,1,January,Q1,2021,1,0
762,1/31/2021,Sunday,31,1,January,Q1,2021,1,0
763,2/1/2021,Monday,1,2,February,Q1,2021,0,0
764,2/2/2021,Tuesday,2,2,February,Q1,2021,0,0
765,2/3/2021,Wednesday,3,2,February,Q1,2021,0,0
766,2/4/2021,Thursday,4,2,February,Q1,2021,0,0
767,2/5/2021,Friday,5,2,February,Q1,2021,0,0
768,2/6/2021,Saturday,6,2,February,Q1,2021,1,0
769,2/7/2021,Sunday,7,2,February,Q1,2021,1,0
770,2/8/2021,Monday,8,2,February,Q1,2021,0,0
771,2/9/2021,Tuesday,9,2,February,Q1,2021,0,0
772,2/10/2021,Wednesday,10,2,February,Q1,2021,0,0
773,2/11/2021,Thursday,11,2,February,Q1,2021,0,0
774,2/12/2021,Friday,12,2,February,Q1,2021,0,0
775,2/13/2021,Saturday,13,2,February,Q1,2021,1,0
776,2/14/2021,Sunday,14,2,February,Q1,2021,1,0
777,2/15/2021,Monday,15,2,February,Q1,2021,0,0
778,2/16/2021,Tuesday,16,2,February,Q1,2021,0,0
779,2/17/2021,Wednesday,17,2,February,Q1,2021,0,0
780,2/18/2021,Thursday,18,2,February,Q1,2021,0,0
781,2/19/2021,Friday,19,2,February,Q1,2021,0,0
782,2/20/2021,Saturday,20,2,February,Q1,2021,1,0
783,2/21/2021,Sunday,21,2,February,Q1,2021,1,0
784,2/22/2021,Monday,22,2,February,Q1,2021,0,0
785,2/23/2021,Tuesday,23,2,February,Q1,2021,0,0
786,2/24/2021,Wednesday,24,2,February,Q1,2021,0,0
787,2/25/2021,Thursday,25,2,February,Q1,2021,0,0
788,2/26/2021,Friday,26,2,February,Q1,2021,0,0
789,2/27/2021,Saturday,27,2,February,Q1,2021,1,0
790,2/28/2021,Sunday,28,2,February,Q1,2021,1,0
791,3/1/2021,Monday,1,3,March,Q1,2021,0,0
792,3/2/2021,Tuesday,2,3,March,Q1,2021,0,0
793,3/3/2021,Wednesday,3,3,March,Q1,2021,0,0
794,3/4/2021,Thursday,4,3,March,Q1,2021,0,0
795,3/5/2021,Friday,5,3,March,Q1,2021,0,0
796,3/6/2021,Saturday,6,3,March,Q1,2021,1,0
797,3/7/2021,Sunday,7,3,March,Q1,2021,1,0
798,3/8/2021,Monday,8,3,March,Q1,2021,0,0
799,3/9/2021,Tuesday,9,3,March,Q1,2021,0,0
800,3/10/2021,Wednesday,10,3,March,Q1,2021,0,0
801,3/11/2021,Thursday,11,3,March,Q1,2021,0,0
802,3/12/2021,Friday,12,3,March,Q1,2021,0,0
803,3/13/2021,Saturday,13,3,March,Q1,2021,1,0
804,3/14/2021,Sunday,14,3,March,Q1,2021,1,1
805,3/15/2021,Monday,15,3,March,Q1,2021,0,1
806,3/16/2021,Tuesday,16,3,March,Q1,2021,0,0
807,3/17/2021,Wednesday,17,3,March,Q1,2021,0,0
808,3/18/2021,Thursday,18,3,March,Q1,2021,0,0
809,3/19/2021,Friday,19,3,March,Q1,2021,0,0
810,3/20/2021,Saturday,20,3,March,Q1,2021,1,0
811,3/21/2021,Sunday,21,3,March,Q1,2021,1,0
812,3/22/2021,Monday,22,3,March,Q1,2021,0,0
813,3/23/2021,Tuesday,23,3,March,Q1,2021,0,0
814,3/24/2021,Wednesday,24,3,March,Q1,2021,0,0
815,3/25/2021,Thursday,25,3,March,Q1,2021,0,0
816,3/26/2021,Friday,26,3,March,Q1,2021,0,0
817,3/27/2021,Saturday,27,3,March,Q1,2021,1,0
818,3/28/2021,Sunday,28,3,March,Q1,2021,1,0
819,3/29/2021,Monday,29,3,March,Q1,2021,0,0
820,3/30/2021,Tuesday,30,3,March,Q1,2021,0,0
821,3/31/2021,Wednesday,31,3,March,Q1,2021,0,0
822,4/1/2021,Thursday,1,4,April,Q2,2021,0,0
823,4/2/2021,Friday,2,4,April,Q2,2021,0,0
824,4/3/2021,Saturday,3,4,April,Q2,2021,1,0
825,4/4/2021,Sunday,4,4,April,Q2,2021,1,0
826,4/5/2021,Monday,5,4,April,Q2,2021,0,0
827,4/6/2021,Tuesday,6,4,April,Q2,2021,0,0
828,4/7/2021,Wednesday,7,4,April,Q2,2021,0,0
829,4/8/2021,Thursday,8,4,April,Q2,2021,0,0
830,4/9/2021,Friday,9,4,April,Q2,2021,0,0
831,4/10/2021,Saturday,10,4,April,Q2,2021,1,0
832,4/11/2021,Sunday,11,4,April,Q2,2021,1,0
833,4/12/2021,Monday,12,4,April,Q2,2021,0,0
834,4/13/2021,Tuesday,13,4,April,Q2,2021,0,0
835,4/14/2021,Wednesday,14,4,April,Q2,2021,0,1
836,4/15/2021,Thursday,15,4,April,Q2,2021,0,1
837,4/16/2021,Friday,16,4,April,Q2,2021,0,0
838,4/17/2021,Saturday,17,4,April,Q2,2021,1,0
839,4/18/2021,Sunday,18,4,April,Q2,2021,1,0
840,4/19/2021,Monday,19,4,April,Q2,2021,0,0
841,4/20/2021,Tuesday,20,4,April,Q2,2021,0,0
842,4/21/2021,Wednesday,21,4,April,Q2,2021,0,0
843,4/22/2021,Thursday,22,4,April,Q2,2021,0,0
844,4/23/2021,Friday,23,4,April,Q2,2021,0,0
845,4/24/2021,Saturday,24,4,April,Q2,2021,1,0
846,4/25/2021,Sunday,25,4,April,Q2,2021,1,0
847,4/26/2021,Monday,26,4,April,Q2,2021,0,0
848,4/27/2021,Tuesday,27,4,April,Q2,2021,0,0
849,4/28/2021,Wednesday,28,4,April,Q2,2021,0,0
850,4/29/2021,Thursday,29,4,April,Q2,2021,0,0
851,4/30/2021,Friday,30,4,April,Q2,2021,0,0
852,5/1/2021,Saturday,1,5,May,Q2,2021,1,0
853,5/2/2021,Sunday,2,5,May,Q2,2021,1,0
854,5/3/2021,Monday,3,5,May,Q2,2021,0,0
855,5/4/2021,Tuesday,4,5,May,Q2,2021,0,0
856,5/5/2021,Wednesday,5,5,May,Q2,2021,0,0
857,5/6/2021,Thursday,6,5,May,Q2,2021,0,0
858,5/7/2021,Friday,7,5,May,Q2,2021,0,0
859,5/8/2021,Saturday,8,5,May,Q2,2021,1,0
860,5/9/2021,Sunday,9,5,May,Q2,2021,1,0
861,5/10/2021,Monday,10,5,May,Q2,2021,0,0
862,5/11/2021,Tuesday,11,5,May,Q2,2021,0,0
863,5/12/2021,Wednesday,12,5,May,Q2,2021,0,0
864,5/13/2021,Thursday,13,5,May,Q2,2021,0,0
865,5/14/2021,Friday,14,5,May,Q2,2021,0,0
866,5/15/2021,Saturday,15,5,May,Q2,2021,1,1
867,5/16/2021,Sunday,16,5,May,Q2,2021,1,1
868,5/17/2021,Monday,17,5,May,Q2,2021,0,0
869,5/18/2021,Tuesday,18,5,May,Q2,2021,0,0
870,5/19/2021,Wednesday,19,5,May,Q2,2021,0,0
871,5/20/2021,Thursday,20,5,May,Q2,2021,0,0
872,5/21/2021,Friday,21,5,May,Q2,2021,0,0
873,5/22/2021,Saturday,22,5,May,Q2,2021,1,0
874,5/23/2021,Sunday,23,5,May,Q2,2021,1,0
875,5/24/2021,Monday,24,5,May,Q2,2021,0,0
876,5/25/2021,Tuesday,25,5,May,Q2,2021,0,0
877,5/26/2021,Wednesday,26,5,May,Q2,2021,0,0
878,5/27/2021,Thursday,27,5,May,Q2,2021,0,0
879,5/28/2021,Friday,28,5,May,Q2,2021,0,0
880,5/29/2021,Saturday,29,5,May,Q2,2021,1,0
881,5/30/2021,Sunday,30,5,May,Q2,2021,1,0
882,5/31/2021,Monday,31,5,May,Q2,2021,0,0
883,6/1/2021,Tuesday,1,6,June,Q2,2021,0,0
884,6/2/2021,Wednesday,2,6,June,Q2,2021,0,0
885,6/3/2021,Thursday,3,6,June,Q2,2021,0,0
886,6/4/2021,Friday,4,6,June,Q2,2021,0,0
887,6/5/2021,Saturday,5,6,June,Q2,2021,1,0
888,6/6/2021,Sunday,6,6,June,Q2,2021,1,0
889,6/7/2021,Monday,7,6,June,Q2,2021,0,0
890,6/8/2021,Tuesday,8,6,June,Q2,2021,0,0
891,6/9/2021,Wednesday,9,6,June,Q2,2021,0,0
892,6/10/2021,Thursday,10,6,June,Q2,2021,0,0
893,6/11/2021,Friday,11,6,June,Q2,2021,0,0
894,6/12/2021,Saturday,12,6,June,Q2,2021,1,0
895,6/13/2021,Sunday,13,6,June,Q2,2021,1,0
896,6/14/2021,Monday,14,6,June,Q2,2021,0,0
897,6/15/2021,Tuesday,15,6,June,Q2,2021,0,0
898,6/16/2021,Wednesday,16,6,June,Q2,2021,0,0
